"","term","count","additive","probability","lnProbability"
"405","http://help.mandrill.com","22","23","0.0096234309623431","-4.64355442899641"
"406","http://help.mandrill.com/entries/21688056-using-smtp-headers-to-customize-your-messages","1","2","0.000836820083682008","-7.08590146436561"
"407","http://help.mandrill.com/entries/21738467-using-mandrill-s-smtp-integration-with-web-frameworks","1","2","0.000836820083682008","-7.08590146436561"
"408","http://help.mandrill.com/entries/22092308-what-is-the-format-of-inbound-email-webhooks","1","2","0.000836820083682008","-7.08590146436561"
"409","http://help.mandrill.com/forums/20689696-smtp-integration","1","2","0.000836820083682008","-7.08590146436561"
"410","http://ht.ly/2wtd1t","1","2","0.000836820083682008","-7.08590146436561"
"411","http://instagram.com/p/x-m_wcxta7/","1","2","0.000836820083682008","-7.08590146436561"
"412","http://is.gd/ltn1ay","1","2","0.000836820083682008","-7.08590146436561"
"413","http://is.gd/nobije","1","2","0.000836820083682008","-7.08590146436561"
"414","http://is.gd/wkfryo","1","2","0.000836820083682008","-7.08590146436561"
"415","http://jsfiddle.net/mandrill/gawtw/2/","1","2","0.000836820083682008","-7.08590146436561"
"416","http://jsfiddle.net/mandrill/gawtw/4/","1","2","0.000836820083682008","-7.08590146436561"
"417","http://jsfiddle.net/mandrill/k8ebe/3/","1","2","0.000836820083682008","-7.08590146436561"
"418","http://jsfiddle.net/mandrill/wltns/5/","1","2","0.000836820083682008","-7.08590146436561"
"419","http://mandrill.com","6","7","0.00292887029288703","-5.83313849587024"
"420","http://mandrill.com/","4","5","0.00209205020920502","-6.16961073249146"
"421","http://npmjs.org/package/mandrill-api","1","2","0.000836820083682008","-7.08590146436561"
"422","http://ow.ly/jjadg","1","2","0.000836820083682008","-7.08590146436561"
"423","http://pyq.io/so/16260022","1","2","0.000836820083682008","-7.08590146436561"
"424","http://www.freewebsitereport.org/www.mandrill.com","1","2","0.000836820083682008","-7.08590146436561"
"425","http://www.mandrill.com","1","2","0.000836820083682008","-7.08590146436561"
"426","http://www.mandrill.com/","2","3","0.00125523012552301","-6.68043635625745"
"427","https://github.com/aceofspades/sendgrid_postback","1","2","0.000836820083682008","-7.08590146436561"
"428","https://github.com/fabiancz/mandrill-nette/commit/d3eb22c0ca99651a7abfc380d7b47253bbb4832e","1","2","0.000836820083682008","-7.08590146436561"
"429","https://longreply.com/r/1445d273","1","2","0.000836820083682008","-7.08590146436561"
"430","https://longreply.com/r/2f58968b","1","2","0.000836820083682008","-7.08590146436561"
"431","https://longreply.com/r/5c31a7d7","1","2","0.000836820083682008","-7.08590146436561"
"432","https://longreply.com/r/66c91ea4","1","2","0.000836820083682008","-7.08590146436561"
"433","https://longreply.com/r/8c906b44","1","2","0.000836820083682008","-7.08590146436561"
"434","https://www.evernote.com/shard/s9/sh/f6377f27-aa93-48f4-a9dc-4b10adfdf43f/dec196d3e531c3dfff1ceaed8a21452c/res/bc74b49c-e724-4b29-abfb-cb82032732c0/skitch.png","1","2","0.000836820083682008","-7.08590146436561"
"435","hummingbirds","1","2","0.000836820083682008","-7.08590146436561"
"436","i've","1","2","0.000836820083682008","-7.08590146436561"
"437","idea","1","2","0.000836820083682008","-7.08590146436561"
"438","ideas","1","2","0.000836820083682008","-7.08590146436561"
"439","idem","1","2","0.000836820083682008","-7.08590146436561"
"440","implementation","9","10","0.00418410041841004","-5.47646355193151"
"441","impressed","1","2","0.000836820083682008","-7.08590146436561"
"442","improve","1","2","0.000836820083682008","-7.08590146436561"
"443","inappropriate","1","2","0.000836820083682008","-7.08590146436561"
"444","inbound","1","2","0.000836820083682008","-7.08590146436561"
"445","including","1","2","0.000836820083682008","-7.08590146436561"
"446","increases","1","2","0.000836820083682008","-7.08590146436561"
"447","increasing","1","2","0.000836820083682008","-7.08590146436561"
"448","info","2","3","0.00125523012552301","-6.68043635625745"
"449","information","1","2","0.000836820083682008","-7.08590146436561"
"450","inline","1","2","0.000836820083682008","-7.08590146436561"
"451","inlining","1","2","0.000836820083682008","-7.08590146436561"
"452","inte","1","2","0.000836820083682008","-7.08590146436561"
"453","integrate","4","5","0.00209205020920502","-6.16961073249146"
"454","integrated","1","2","0.000836820083682008","-7.08590146436561"
"455","integratio","1","2","0.000836820083682008","-7.08590146436561"
"456","integration","8","9","0.00376569037656904","-5.58182406758934"
"457","interacting","1","2","0.000836820083682008","-7.08590146436561"
"458","internet-marketing","1","2","0.000836820083682008","-7.08590146436561"
"459","intersp","1","2","0.000836820083682008","-7.08590146436561"
"460","interspire","3","4","0.00167364016736402","-6.39275428380566"
"461","into","1","2","0.000836820083682008","-7.08590146436561"
"462","investigate","1","2","0.000836820083682008","-7.08590146436561"
"463","isn't","1","2","0.000836820083682008","-7.08590146436561"
"464","issues","8","9","0.00376569037656904","-5.58182406758934"
"465","it's","1","2","0.000836820083682008","-7.08590146436561"
"466","Ótima","1","2","0.000836820083682008","-7.08590146436561"
"467","itıs","1","2","0.000836820083682008","-7.08590146436561"
"468","joke","1","2","0.000836820083682008","-7.08590146436561"
"469","jparle","1","2","0.000836820083682008","-7.08590146436561"
"470","jungle","1","2","0.000836820083682008","-7.08590146436561"
"471","just","11","12","0.00502092050209205","-5.29414199513756"
"472","kate281","3","4","0.00167364016736402","-6.39275428380566"
"473","kingdom","1","2","0.000836820083682008","-7.08590146436561"
"474","know","2","3","0.00125523012552301","-6.68043635625745"
"475","knowledge","1","2","0.000836820083682008","-7.08590146436561"
"476","l'email","1","2","0.000836820083682008","-7.08590146436561"
"477","lack","1","2","0.000836820083682008","-7.08590146436561"
"478","last","2","3","0.00125523012552301","-6.68043635625745"
"479","let's","1","2","0.000836820083682008","-7.08590146436561"
"480","library","3","4","0.00167364016736402","-6.39275428380566"
"481","light","1","2","0.000836820083682008","-7.08590146436561"
"482","like","5","6","0.00251046025104603","-5.9872891756975"
"483","line","1","2","0.000836820083682008","-7.08590146436561"
"484","link","1","2","0.000836820083682008","-7.08590146436561"
"485","linode","1","2","0.000836820083682008","-7.08590146436561"
"486","linux","2","3","0.00125523012552301","-6.68043635625745"
"487","list","1","2","0.000836820083682008","-7.08590146436561"
"488","listas","1","2","0.000836820083682008","-7.08590146436561"
"489","listes","1","2","0.000836820083682008","-7.08590146436561"
"490","listing","1","2","0.000836820083682008","-7.08590146436561"
"491","lite","1","2","0.000836820083682008","-7.08590146436561"
"492","live","2","3","0.00125523012552301","-6.68043635625745"
"493","login","2","3","0.00125523012552301","-6.68043635625745"
"494","logo","1","2","0.000836820083682008","-7.08590146436561"
"495","look","5","6","0.00251046025104603","-5.9872891756975"
"496","look.","1","2","0.000836820083682008","-7.08590146436561"
"497","looked","1","2","0.000836820083682008","-7.08590146436561"
"498","looking","8","9","0.00376569037656904","-5.58182406758934"
"499","looks","1","2","0.000836820083682008","-7.08590146436561"
"500","lost","1","2","0.000836820083682008","-7.08590146436561"
"501","love","2","3","0.00125523012552301","-6.68043635625745"
"502","mail","4","5","0.00209205020920502","-6.16961073249146"
"503","mail.","1","2","0.000836820083682008","-7.08590146436561"
"504","mailchimp","15","16","0.00669456066945607","-5.00645992268577"
"505","mailchimp's","2","3","0.00125523012552301","-6.68043635625745"
"506","mailchimp)","1","2","0.000836820083682008","-7.08590146436561"
"507","mailchimp/mandrill","1","2","0.000836820083682008","-7.08590146436561"
"508","mailchip","1","2","0.000836820083682008","-7.08590146436561"
"509","mailgun/mandrill","1","2","0.000836820083682008","-7.08590146436561"
"510","mailjet","1","2","0.000836820083682008","-7.08590146436561"
"511","mais","1","2","0.000836820083682008","-7.08590146436561"
"512","make","1","2","0.000836820083682008","-7.08590146436561"
"513","makes","1","2","0.000836820083682008","-7.08590146436561"
"514","maldito","1","2","0.000836820083682008","-7.08590146436561"
"515","mamp","1","2","0.000836820083682008","-7.08590146436561"
"516","manage","1","2","0.000836820083682008","-7.08590146436561"
"517","management","1","2","0.000836820083682008","-7.08590146436561"
"518","mande","1","2","0.000836820083682008","-7.08590146436561"
"519","mandrillıs","1","2","0.000836820083682008","-7.08590146436561"
"520","mandrill","95","96","0.0401673640167364","-3.21470045345772"
"521","mandrill-api","2","3","0.00125523012552301","-6.68043635625745"
"522","mandrill-rails","1","2","0.000836820083682008","-7.08590146436561"
"523","marketing","3","4","0.00167364016736402","-6.39275428380566"
"524","marks","1","2","0.000836820083682008","-7.08590146436561"
"525","meant","1","2","0.000836820083682008","-7.08590146436561"
"526","measuring","1","2","0.000836820083682008","-7.08590146436561"
"527","message","2","3","0.00125523012552301","-6.68043635625745"
"528","method","1","2","0.000836820083682008","-7.08590146436561"
"529","might","1","2","0.000836820083682008","-7.08590146436561"
"530","million","2","3","0.00125523012552301","-6.68043635625745"
"531","mind","11","12","0.00502092050209205","-5.29414199513756"
"532","module","1","2","0.000836820083682008","-7.08590146436561"
"533","modules","4","5","0.00209205020920502","-6.16961073249146"
"534","moins","1","2","0.000836820083682008","-7.08590146436561"
"535","mois","1","2","0.000836820083682008","-7.08590146436561"
"536","more","5","6","0.00251046025104603","-5.9872891756975"
"537","move","1","2","0.000836820083682008","-7.08590146436561"
"538","much","1","2","0.000836820083682008","-7.08590146436561"
"539","neat","1","2","0.000836820083682008","-7.08590146436561"
"540","necesites","1","2","0.000836820083682008","-7.08590146436561"
"541","need","3","4","0.00167364016736402","-6.39275428380566"
"542","needed","3","4","0.00167364016736402","-6.39275428380566"
"543","newsletters","10","11","0.00460251046025105","-5.38115337212719"
"544","nice","2","3","0.00125523012552301","-6.68043635625745"
"545","no:)","1","2","0.000836820083682008","-7.08590146436561"
"546","notes","1","2","0.000836820083682008","-7.08590146436561"
"547","noticed","1","2","0.000836820083682008","-7.08590146436561"
"548","notificações...)","1","2","0.000836820083682008","-7.08590146436561"
"549","notifications","1","2","0.000836820083682008","-7.08590146436561"
"550","nullmailer","2","3","0.00125523012552301","-6.68043635625745"
"551","occur","1","2","0.000836820083682008","-7.08590146436561"
"552","offer","1","2","0.000836820083682008","-7.08590146436561"
"553","official","2","3","0.00125523012552301","-6.68043635625745"
"554","ÚmandrillÛ","1","2","0.000836820083682008","-7.08590146436561"
"555","Ùmigrateı","1","2","0.000836820083682008","-7.08590146436561"
"556","one-to-one","1","2","0.000836820083682008","-7.08590146436561"
"557","only","1","2","0.000836820083682008","-7.08590146436561"
"558","option","1","2","0.000836820083682008","-7.08590146436561"
"559","options","1","2","0.000836820083682008","-7.08590146436561"
"560","other","1","2","0.000836820083682008","-7.08590146436561"
"561","outboud","2","3","0.00125523012552301","-6.68043635625745"
"562","over","2","3","0.00125523012552301","-6.68043635625745"
"563","overall","1","2","0.000836820083682008","-7.08590146436561"
"564","owner","1","2","0.000836820083682008","-7.08590146436561"
"565","p/emails","1","2","0.000836820083682008","-7.08590146436561"
"566","p/mkt","1","2","0.000836820083682008","-7.08590146436561"
"567","page","4","5","0.00209205020920502","-6.16961073249146"
"568","para","3","4","0.00167364016736402","-6.39275428380566"
"569","parler","1","2","0.000836820083682008","-7.08590146436561"
"570","parse","1","2","0.000836820083682008","-7.08590146436561"
"571","parse-powered","1","2","0.000836820083682008","-7.08590146436561"
"572","partners","1","2","0.000836820083682008","-7.08590146436561"
"573","password","1","2","0.000836820083682008","-7.08590146436561"
"574","payment","1","2","0.000836820083682008","-7.08590146436561"
"575","pedindo","1","2","0.000836820083682008","-7.08590146436561"
"576","pela","1","2","0.000836820083682008","-7.08590146436561"
"577","performance","1","2","0.000836820083682008","-7.08590146436561"
"578","permettent","1","2","0.000836820083682008","-7.08590146436561"
"579","photo","1","2","0.000836820083682008","-7.08590146436561"
"580","pic.twitter.com/9oeguxgj4t","1","2","0.000836820083682008","-7.08590146436561"
"581","plans","1","2","0.000836820083682008","-7.08590146436561"
"582","platform","3","4","0.00167364016736402","-6.39275428380566"
"583","platform.","1","2","0.000836820083682008","-7.08590146436561"
"584","plus","1","2","0.000836820083682008","-7.08590146436561"
"585","point","1","2","0.000836820083682008","-7.08590146436561"
"586","pokemon"".","1","2","0.000836820083682008","-7.08590146436561"
"587","portion","1","2","0.000836820083682008","-7.08590146436561"
"588","possibly","1","2","0.000836820083682008","-7.08590146436561"
"589","postageapp","1","2","0.000836820083682008","-7.08590146436561"
"590","posted","1","2","0.000836820083682008","-7.08590146436561"
"591","postfix","1","2","0.000836820083682008","-7.08590146436561"
"592","postman","1","2","0.000836820083682008","-7.08590146436561"
"593","postmark","1","2","0.000836820083682008","-7.08590146436561"
"594","power","1","2","0.000836820083682008","-7.08590146436561"
"595","preferred","1","2","0.000836820083682008","-7.08590146436561"
"596","pretty","1","2","0.000836820083682008","-7.08590146436561"
"597","prices","1","2","0.000836820083682008","-7.08590146436561"
"598","pricing","5","6","0.00251046025104603","-5.9872891756975"
"599","prioritization","1","2","0.000836820083682008","-7.08590146436561"
"600","probably","2","3","0.00125523012552301","-6.68043635625745"
"601","processing","5","6","0.00251046025104603","-5.9872891756975"
"602","product","2","3","0.00125523012552301","-6.68043635625745"
"603","product.","1","2","0.000836820083682008","-7.08590146436561"
"604","production","1","2","0.000836820083682008","-7.08590146436561"
"605","profile","1","2","0.000836820083682008","-7.08590146436561"
"606","progress","1","2","0.000836820083682008","-7.08590146436561"
"607","properties","1","2","0.000836820083682008","-7.08590146436561"
"608","provisioning","1","2","0.000836820083682008","-7.08590146436561"
"609","psyched","1","2","0.000836820083682008","-7.08590146436561"
"610","push","2","3","0.00125523012552301","-6.68043635625745"
"611","pushing","1","2","0.000836820083682008","-7.08590146436561"
"612","python","2","3","0.00125523012552301","-6.68043635625745"
"613","question","2","3","0.00125523012552301","-6.68043635625745"
"614","quick","1","2","0.000836820083682008","-7.08590146436561"
"615","quota","1","2","0.000836820083682008","-7.08590146436561"
"616","radsi","1","2","0.000836820083682008","-7.08590146436561"
"617","rafiki","1","2","0.000836820083682008","-7.08590146436561"
"618","rails","1","2","0.000836820083682008","-7.08590146436561"
"619","raison","1","2","0.000836820083682008","-7.08590146436561"
"620","reach","1","2","0.000836820083682008","-7.08590146436561"
"621","ready","1","2","0.000836820083682008","-7.08590146436561"
"622","realised","1","2","0.000836820083682008","-7.08590146436561"
"623","really","1","2","0.000836820083682008","-7.08590146436561"
"624","reasons","2","3","0.00125523012552301","-6.68043635625745"
"625","recommendation++","1","2","0.000836820083682008","-7.08590146436561"
"626","recommended","1","2","0.000836820083682008","-7.08590146436561"
"627","reduced","1","2","0.000836820083682008","-7.08590146436561"
"628","refreshing","1","2","0.000836820083682008","-7.08590146436561"
"629","relai","1","2","0.000836820083682008","-7.08590146436561"
"630","release","1","2","0.000836820083682008","-7.08590146436561"
"631","released","1","2","0.000836820083682008","-7.08590146436561"
"632","request","16","17","0.00711297071129707","-4.94583530086934"
"633","resets","1","2","0.000836820083682008","-7.08590146436561"
"634","review","1","2","0.000836820083682008","-7.08590146436561"
"635","rock","1","2","0.000836820083682008","-7.08590146436561"
"636","ruby","2","3","0.00125523012552301","-6.68043635625745"
"637","runs","1","2","0.000836820083682008","-7.08590146436561"
"638","s_sh","1","2","0.000836820083682008","-7.08590146436561"
"639","sale","1","2","0.000836820083682008","-7.08590146436561"
"640","same","2","3","0.00125523012552301","-6.68043635625745"
"641","sans","1","2","0.000836820083682008","-7.08590146436561"
"642","sanu1255È","1","2","0.000836820083682008","-7.08590146436561"
"643","sanu1255","3","4","0.00167364016736402","-6.39275428380566"
"644","saving","1","2","0.000836820083682008","-7.08590146436561"
"645","scalability","1","2","0.000836820083682008","-7.08590146436561"
"646","secondary","1","2","0.000836820083682008","-7.08590146436561"
"647","seconds","1","2","0.000836820083682008","-7.08590146436561"
"648","seeing","4","5","0.00209205020920502","-6.16961073249146"
"649","seem","1","2","0.000836820083682008","-7.08590146436561"
"650","seems","4","5","0.00209205020920502","-6.16961073249146"
"651","send","13","14","0.00585774058577406","-5.1399913153103"
"652","send/receive","1","2","0.000836820083682008","-7.08590146436561"
"653","sendgrid","13","14","0.00585774058577406","-5.1399913153103"
"654","sending","5","6","0.00251046025104603","-5.9872891756975"
"655","sendmail","1","2","0.000836820083682008","-7.08590146436561"
"656","sengrid","2","3","0.00125523012552301","-6.68043635625745"
"657","senha","1","2","0.000836820083682008","-7.08590146436561"
"658","sent","1","2","0.000836820083682008","-7.08590146436561"
"659","sent.","1","2","0.000836820083682008","-7.08590146436561"
"660","server","3","4","0.00167364016736402","-6.39275428380566"
"661","service","11","12","0.00502092050209205","-5.29414199513756"
"662","services","3","4","0.00167364016736402","-6.39275428380566"
"663","settings","1","2","0.000836820083682008","-7.08590146436561"
"664","several","2","3","0.00125523012552301","-6.68043635625745"
"665","sexual","1","2","0.000836820083682008","-7.08590146436561"
"666","share","1","2","0.000836820083682008","-7.08590146436561"
"667","shit","1","2","0.000836820083682008","-7.08590146436561"
"668","should","2","3","0.00125523012552301","-6.68043635625745"
"669","simple","1","2","0.000836820083682008","-7.08590146436561"
"670","simplified","1","2","0.000836820083682008","-7.08590146436561"
"671","sistema","1","2","0.000836820083682008","-7.08590146436561"
"672","sistemas","1","2","0.000836820083682008","-7.08590146436561"
"673","site","1","2","0.000836820083682008","-7.08590146436561"
"674","sjölv","1","2","0.000836820083682008","-7.08590146436561"
"675","smtp","7","8","0.00334728033472803","-5.69960710324572"
"676","solution","1","2","0.000836820083682008","-7.08590146436561"
"677","some","8","9","0.00376569037656904","-5.58182406758934"
"678","sorry","1","2","0.000836820083682008","-7.08590146436561"
"679","sort","1","2","0.000836820083682008","-7.08590146436561"
"680","sous","1","2","0.000836820083682008","-7.08590146436561"
"681","spam","2","3","0.00125523012552301","-6.68043635625745"
"682","spat","1","2","0.000836820083682008","-7.08590146436561"
"683","specifically","1","2","0.000836820083682008","-7.08590146436561"
"684","speed","1","2","0.000836820083682008","-7.08590146436561"
"685","spotless","1","2","0.000836820083682008","-7.08590146436561"
"686","stage","1","2","0.000836820083682008","-7.08590146436561"
"687","stand","1","2","0.000836820083682008","-7.08590146436561"
"688","started","1","2","0.000836820083682008","-7.08590146436561"
"689","stats","1","2","0.000836820083682008","-7.08590146436561"
"690","status","1","2","0.000836820083682008","-7.08590146436561"
"691","store","3","4","0.00167364016736402","-6.39275428380566"
"692","straightened","1","2","0.000836820083682008","-7.08590146436561"
"693","strategy","9","10","0.00418410041841004","-5.47646355193151"
"694","submit","6","7","0.00292887029288703","-5.83313849587024"
"695","submitting","10","11","0.00460251046025105","-5.38115337212719"
"696","subscriber","1","2","0.000836820083682008","-7.08590146436561"
"697","success","1","2","0.000836820083682008","-7.08590146436561"
"698","suggestions","1","2","0.000836820083682008","-7.08590146436561"
"699","sunzi.","1","2","0.000836820083682008","-7.08590146436561"
"700","support","4","5","0.00209205020920502","-6.16961073249146"
"701","sure","1","2","0.000836820083682008","-7.08590146436561"
"702","swapping","1","2","0.000836820083682008","-7.08590146436561"
"703","switch","3","4","0.00167364016736402","-6.39275428380566"
"704","switched","1","2","0.000836820083682008","-7.08590146436561"
"705","sync","1","2","0.000836820083682008","-7.08590146436561"
"706","system","1","2","0.000836820083682008","-7.08590146436561"
"707","tah-dah","1","2","0.000836820083682008","-7.08590146436561"
"708","take","2","3","0.00125523012552301","-6.68043635625745"
"709","tal.","1","2","0.000836820083682008","-7.08590146436561"
"710","talk","1","2","0.000836820083682008","-7.08590146436561"
"711","team","3","4","0.00167364016736402","-6.39275428380566"
"712","tell","1","2","0.000836820083682008","-7.08590146436561"
"713","template","10","11","0.00460251046025105","-5.38115337212719"
"714","testar","1","2","0.000836820083682008","-7.08590146436561"
"715","thanks","1","2","0.000836820083682008","-7.08590146436561"
"716","that","8","9","0.00376569037656904","-5.58182406758934"
"717","that's","1","2","0.000836820083682008","-7.08590146436561"
"718","their","1","2","0.000836820083682008","-7.08590146436561"
"719","then","1","2","0.000836820083682008","-7.08590146436561"
"720","there","12","13","0.00543933054393305","-5.21409928746402"
"721","there's","1","2","0.000836820083682008","-7.08590146436561"
"722","these","1","2","0.000836820083682008","-7.08590146436561"
"723","they","1","2","0.000836820083682008","-7.08590146436561"
"724","they're","1","2","0.000836820083682008","-7.08590146436561"
"725","things","1","2","0.000836820083682008","-7.08590146436561"
"726","thingy","1","2","0.000836820083682008","-7.08590146436561"
"727","thinking","1","2","0.000836820083682008","-7.08590146436561"
"728","this","9","10","0.00418410041841004","-5.47646355193151"
"729","throttling","2","3","0.00125523012552301","-6.68043635625745"
"730","timeline","1","2","0.000836820083682008","-7.08590146436561"
"731","tiny","1","2","0.000836820083682008","-7.08590146436561"
"732","tinyletter)","1","2","0.000836820083682008","-7.08590146436561"
"733","tips","1","2","0.000836820083682008","-7.08590146436561"
"734","tittat","1","2","0.000836820083682008","-7.08590146436561"
"735","tomorrow","1","2","0.000836820083682008","-7.08590146436561"
"736","traffic","1","2","0.000836820083682008","-7.08590146436561"
"737","transaccionales","1","2","0.000836820083682008","-7.08590146436561"
"738","transaction","1","2","0.000836820083682008","-7.08590146436561"
"739","transactional","11","12","0.00502092050209205","-5.29414199513756"
"740","transactionnel","1","2","0.000836820083682008","-7.08590146436561"
"741","transport","1","2","0.000836820083682008","-7.08590146436561"
"742","trapny","1","2","0.000836820083682008","-7.08590146436561"
"743","tried","1","2","0.000836820083682008","-7.08590146436561"
"744","triggered","1","2","0.000836820083682008","-7.08590146436561"
"745","troubleshoot","1","2","0.000836820083682008","-7.08590146436561"
"746","trying","1","2","0.000836820083682008","-7.08590146436561"
"747","tsypin","2","3","0.00125523012552301","-6.68043635625745"
"748","tuer","1","2","0.000836820083682008","-7.08590146436561"
"749","ubuntu","3","4","0.00167364016736402","-6.39275428380566"
"750","unfortunately","1","2","0.000836820083682008","-7.08590146436561"
"751","unifying","2","3","0.00125523012552301","-6.68043635625745"
"752","unraveled","3","4","0.00167364016736402","-6.39275428380566"
"753","unsubscribed","1","2","0.000836820083682008","-7.08590146436561"
"754","unsupported","1","2","0.000836820083682008","-7.08590146436561"
"755","updates","2","3","0.00125523012552301","-6.68043635625745"
"756","urlfetch","1","2","0.000836820083682008","-7.08590146436561"
"757","used","1","2","0.000836820083682008","-7.08590146436561"
"758","useful","1","2","0.000836820083682008","-7.08590146436561"
"759","username","2","3","0.00125523012552301","-6.68043635625745"
"760","users","1","2","0.000836820083682008","-7.08590146436561"
"761","using","11","12","0.00502092050209205","-5.29414199513756"
"762","utm_source=devcircle&utm_medium=banner&utm_campaign=carbon","1","2","0.000836820083682008","-7.08590146436561"
"763","validationerror","1","2","0.000836820083682008","-7.08590146436561"
"764","vary","1","2","0.000836820083682008","-7.08590146436561"
"765","vero","1","2","0.000836820083682008","-7.08590146436561"
"766","very","3","4","0.00167364016736402","-6.39275428380566"
"767","veulent","2","3","0.00125523012552301","-6.68043635625745"
"768","volume","1","2","0.000836820083682008","-7.08590146436561"
"769","volumes","1","2","0.000836820083682008","-7.08590146436561"
"770","want","4","5","0.00209205020920502","-6.16961073249146"
"771","wanted","1","2","0.000836820083682008","-7.08590146436561"
"772","warmup","1","2","0.000836820083682008","-7.08590146436561"
"773","warning","1","2","0.000836820083682008","-7.08590146436561"
"774","we'd","2","3","0.00125523012552301","-6.68043635625745"
"775","we'll","2","3","0.00125523012552301","-6.68043635625745"
"776","we're","3","4","0.00167364016736402","-6.39275428380566"
"777","we've","3","4","0.00167364016736402","-6.39275428380566"
"778","webhooks","6","7","0.00292887029288703","-5.83313849587024"
"779","website","2","3","0.00125523012552301","-6.68043635625745"
"780","week","3","4","0.00167364016736402","-6.39275428380566"
"781","week's","1","2","0.000836820083682008","-7.08590146436561"
"782","welcome","1","2","0.000836820083682008","-7.08590146436561"
"783","well","3","4","0.00167364016736402","-6.39275428380566"
"784","weıre","1","2","0.000836820083682008","-7.08590146436561"
"785","whaaat","1","2","0.000836820083682008","-7.08590146436561"
"786","what","10","11","0.00460251046025105","-5.38115337212719"
"787","what's","1","2","0.000836820083682008","-7.08590146436561"
"788","when","3","4","0.00167364016736402","-6.39275428380566"
"789","where","3","4","0.00167364016736402","-6.39275428380566"
"790","which","1","2","0.000836820083682008","-7.08590146436561"
"791","whom","1","2","0.000836820083682008","-7.08590146436561"
"792","wisest","1","2","0.000836820083682008","-7.08590146436561"
"793","with","36","37","0.0154811715481172","-4.16813073228133"
"794","wordpress","6","7","0.00292887029288703","-5.83313849587024"
"795","words","1","2","0.000836820083682008","-7.08590146436561"
"796","workflow","1","2","0.000836820083682008","-7.08590146436561"
"797","working","2","3","0.00125523012552301","-6.68043635625745"
"798","works","1","2","0.000836820083682008","-7.08590146436561"
"799","world","1","2","0.000836820083682008","-7.08590146436561"
"800","worth","3","4","0.00167364016736402","-6.39275428380566"
"801","would","5","6","0.00251046025104603","-5.9872891756975"
"802","wp_mail()","1","2","0.000836820083682008","-7.08590146436561"
"803","yeah","1","2","0.000836820083682008","-7.08590146436561"
"804","yeap","1","2","0.000836820083682008","-7.08590146436561"
"805","year","1","2","0.000836820083682008","-7.08590146436561"
"806","yep.","1","2","0.000836820083682008","-7.08590146436561"
"807","you'd","1","2","0.000836820083682008","-7.08590146436561"
"808","you'll","1","2","0.000836820083682008","-7.08590146436561"
"809","you're","6","7","0.00292887029288703","-5.83313849587024"
"810","your","11","12","0.00502092050209205","-5.29414199513756"
"811","zapier","1","2","0.000836820083682008","-7.08590146436561"
